Date,Price,Open,High,Low,Change %
8-Nov-12,1.2747,1.2771,1.1223,1.1179,0.18%
9-Nov-12,1.2709,1.2747,1.1233,1.1177,-0.17%
12-Nov-12,1.271,1.2712,1.1243,1.1179,-0.01%
13-Nov-12,1.2704,1.2709,1.125,1.1168,-0.02%
14-Nov-12,1.2736,1.2706,1.1214,1.1103,0.84%
15-Nov-12,1.278,1.2736,1.1118,1.107,0.22%
16-Nov-12,1.2744,1.278,1.1096,1.1027,0.09%
19-Nov-12,1.2813,1.2739,1.1163,1.1059,-0.71%
20-Nov-12,1.2818,1.2813,1.1162,1.1132,0.09%
21-Nov-12,1.2829,1.2817,1.1151,1.1113,0.16%
22-Nov-12,1.2883,1.2828,1.1151,1.1112,-0.18%
23-Nov-12,1.2976,1.2883,1.1188,1.1101,0.05%
26-Nov-12,1.2973,1.2972,1.1159,1.1127,-0.11%
27-Nov-12,1.2945,1.297,1.1211,1.1145,-0.51%
28-Nov-12,1.2953,1.2944,1.1226,1.1206,-0.11%
29-Nov-12,1.2978,1.2952,1.1283,1.1203,-0.49%
30-Nov-12,1.2986,1.2978,1.1281,1.1205,0.47%
3-Dec-12,1.3054,1.2984,1.1235,1.12,0.12%
4-Dec-12,1.3094,1.3053,1.1264,1.1201,-0.42%
5-Dec-12,1.3068,1.3095,1.1285,1.1252,-0.12%
6-Dec-12,1.2968,1.3068,1.1276,1.1237,0.15%
7-Dec-12,1.2927,1.2969,1.1286,1.1244,0.03%
10-Dec-12,1.2941,1.2901,1.1264,1.1201,0.38%
11-Dec-12,1.3006,1.2942,1.122,1.1193,-0.06%
12-Dec-12,1.3074,1.3007,1.1235,1.1207,-0.10%
13-Dec-12,1.3078,1.3074,1.1288,1.1207,-0.52%
14-Dec-12,1.3163,1.3079,1.1296,1.1272,0.06%
17-Dec-12,1.3165,1.319,1.1312,1.1268,-0.06%
18-Dec-12,1.323,1.3164,1.1321,1.1274,0.00%
19-Dec-12,1.3228,1.323,1.1376,1.128,-0.74%
20-Dec-12,1.3244,1.3228,1.1395,1.1351,0.00%
21-Dec-12,1.3188,1.3245,1.1383,1.1348,0.01%
24-Dec-12,1.3186,1.3188,1.1392,1.1347,0.02%
25-Dec-12,1.3183,1.3184,1.1414,1.1344,-0.27%
26-Dec-12,1.3224,1.3183,1.1405,1.1361,0.26%
27-Dec-12,1.3236,1.3225,1.1379,1.1283,0.67%
28-Dec-12,1.3216,1.3236,1.1318,1.1225,0.59%
31-Dec-12,1.3196,1.3214,1.1254,1.1187,0.29%
1-Jan-13,1.3205,1.3194,1.1244,1.1181,-0.22%
2-Jan-13,1.3186,1.3205,1.1247,1.1203,0.08%
3-Jan-13,1.3048,1.3187,1.1291,1.1202,-0.60%
4-Jan-13,1.3069,1.3048,1.1305,1.1268,-0.11%
7-Jan-13,1.3117,1.3072,1.1345,1.1282,-0.38%
8-Jan-13,1.3083,1.3116,1.134,1.1302,0.15%
9-Jan-13,1.3064,1.3081,1.1333,1.1291,-0.16%
10-Jan-13,1.3271,1.3065,1.1349,1.1251,0.51%
11-Jan-13,1.3344,1.3272,1.131,1.1214,0.49%
14-Jan-13,1.3383,1.334,1.1308,1.1219,-0.28%
15-Jan-13,1.3304,1.3382,1.1278,1.1226,0.10%
16-Jan-13,1.329,1.3304,1.1263,1.1155,0.64%
17-Jan-13,1.3377,1.3291,1.1181,1.1125,0.34%
18-Jan-13,1.3319,1.3377,1.1144,1.1115,0.00%
21-Jan-13,1.3314,1.3321,1.1175,1.1124,-0.26%
22-Jan-13,1.3321,1.3312,1.1202,1.1158,-0.35%
23-Jan-13,1.3318,1.3321,1.1218,1.1186,-0.04%
24-Jan-13,1.3376,1.3319,1.1215,1.1175,0.21%
25-Jan-13,1.3462,1.3377,1.1187,1.1106,0.24%
28-Jan-13,1.3456,1.3464,1.118,1.1145,-0.06%
29-Jan-13,1.3493,1.3455,1.1189,1.1142,-0.10%
30-Jan-13,1.3568,1.3491,1.1177,1.1148,0.12%
31-Jan-13,1.3579,1.3567,1.1186,1.1155,-0.14%
1-Feb-13,1.364,1.3577,1.1227,1.1166,-0.25%
4-Feb-13,1.3514,1.3642,1.1226,1.1177,-0.02%
5-Feb-13,1.3584,1.3514,1.1247,1.12,-0.18%
6-Feb-13,1.3523,1.3584,1.1266,1.1221,-0.10%
7-Feb-13,1.3396,1.3521,1.1255,1.1214,0.12%
8-Feb-13,1.3365,1.3398,1.1254,1.1174,0.27%
11-Feb-13,1.3407,1.3359,1.1215,1.1181,0.01%
12-Feb-13,1.3454,1.3406,1.1222,1.1165,-0.08%
13-Feb-13,1.3453,1.3453,1.1212,1.116,-0.02%
14-Feb-13,1.3361,1.3451,1.1208,1.1135,0.21%
15-Feb-13,1.3363,1.3363,1.1221,1.1172,-0.15%
18-Feb-13,1.3352,1.3357,1.1267,1.1188,-0.19%
19-Feb-13,1.3388,1.3352,1.1232,1.1176,0.28%
20-Feb-13,1.3281,1.3387,1.1191,1.114,0.33%
21-Feb-13,1.3189,1.3283,1.1175,1.1111,0.15%
22-Feb-13,1.319,1.319,1.1164,1.1118,-0.20%
25-Feb-13,1.3062,1.3175,1.1233,1.1141,-0.65%
26-Feb-13,1.3062,1.3062,1.1264,1.1192,-0.28%
27-Feb-13,1.3139,1.306,1.1265,1.1237,0.09%
28-Feb-13,1.3056,1.3138,1.1255,1.1229,0.15%
1-Mar-13,1.3022,1.3055,1.1307,1.1226,-0.58%
4-Mar-13,1.3026,1.3018,1.1326,1.128,0.14%
5-Mar-13,1.3051,1.3026,1.1315,1.1279,-0.25%
6-Mar-13,1.2967,1.3053,1.1323,1.1296,0.06%
7-Mar-13,1.3106,1.2967,1.1327,1.1253,0.44%
8-Mar-13,1.3006,1.3107,1.1293,1.1249,-0.19%
11-Mar-13,1.3045,1.2999,1.1286,1.1228,0.10%
12-Mar-13,1.3034,1.3044,1.1287,1.1255,0.02%
13-Mar-13,1.2961,1.3034,1.1277,1.1213,0.40%
14-Mar-13,1.3005,1.2961,1.1246,1.121,-0.04%
15-Mar-13,1.3076,1.3005,1.1249,1.1205,-0.12%
18-Mar-13,1.2956,1.2959,1.1256,1.12,0.28%
19-Mar-13,1.2883,1.2957,1.122,1.1183,-0.08%
20-Mar-13,1.2933,1.2881,1.125,1.1202,-0.04%
21-Mar-13,1.2898,1.2932,1.1248,1.1208,-0.04%
22-Mar-13,1.2988,1.2898,1.1264,1.1214,-0.22%
25-Mar-13,1.2852,1.2972,1.1286,1.124,-0.17%
26-Mar-13,1.2861,1.2852,1.1329,1.1263,-0.42%
27-Mar-13,1.278,1.2862,1.1334,1.1284,-0.01%
28-Mar-13,1.2816,1.278,1.1393,1.1272,-0.54%
29-Mar-13,1.282,1.2816,1.144,1.1342,-0.34%
1-Apr-13,1.2849,1.2814,1.145,1.1336,0.55%
2-Apr-13,1.282,1.2847,1.1364,1.1334,0.13%
3-Apr-13,1.2851,1.282,1.136,1.1316,0.11%
4-Apr-13,1.2936,1.2849,1.1345,1.1295,0.19%
5-Apr-13,1.299,1.2936,1.1343,1.1294,-0.20%
8-Apr-13,1.3009,1.2975,1.1341,1.1277,0.35%
9-Apr-13,1.3082,1.3008,1.1309,1.1244,0.35%
10-Apr-13,1.307,1.3082,1.126,1.1222,0.08%
11-Apr-13,1.3103,1.3069,1.1248,1.1185,0.41%
12-Apr-13,1.3112,1.3098,1.1322,1.1176,-1.00%
15-Apr-13,1.3036,1.3134,1.1328,1.1286,-0.01%
16-Apr-13,1.3178,1.3034,1.1353,1.129,-0.28%
17-Apr-13,1.303,1.3177,1.1398,1.1309,-0.33%
18-Apr-13,1.3052,1.3031,1.141,1.1353,0.05%
19-Apr-13,1.3052,1.305,1.1421,1.1357,0.02%
22-Apr-13,1.3067,1.3079,1.1404,1.136,-0.16%
23-Apr-13,1.2999,1.3066,1.1404,1.1343,0.25%
24-Apr-13,1.3016,1.2998,1.1369,1.1323,0.14%
25-Apr-13,1.3013,1.3013,1.136,1.1315,0.06%
26-Apr-13,1.3028,1.3013,1.1368,1.132,-0.01%
29-Apr-13,1.31,1.3032,1.1374,1.1324,-0.04%
30-Apr-13,1.3167,1.3098,1.1358,1.1274,0.27%
1-May-13,1.318,1.3169,1.1337,1.1284,0.14%
2-May-13,1.3064,1.318,1.1313,1.1233,-0.05%
3-May-13,1.3115,1.3065,1.1313,1.1247,0.30%
6-May-13,1.3076,1.3115,1.1346,1.126,-0.51%
7-May-13,1.3079,1.3075,1.1342,1.1256,0.43%
8-May-13,1.3152,1.3079,1.1331,1.1264,-0.48%
9-May-13,1.3043,1.3154,1.1355,1.132,-0.10%
10-May-13,1.2993,1.3042,1.1375,1.1322,-0.18%
13-May-13,1.2976,1.2957,1.142,1.1359,-0.46%
14-May-13,1.292,1.2976,1.1456,1.14,-0.20%
15-May-13,1.2887,1.2919,1.1467,1.1421,-0.16%
16-May-13,1.2882,1.2886,1.149,1.1433,0.09%
17-May-13,1.2839,1.2881,1.1517,1.1434,-0.29%
20-May-13,1.2883,1.2811,1.1503,1.1404,0.41%
21-May-13,1.2906,1.2883,1.1453,1.141,-0.02%
22-May-13,1.2858,1.2906,1.1445,1.1388,0.17%
23-May-13,1.2936,1.2857,1.1421,1.1298,0.96%
24-May-13,1.2932,1.2938,1.1398,1.1287,-0.66%
27-May-13,1.2932,1.2928,1.1397,1.1348,0.19%
28-May-13,1.2856,1.2929,1.1386,1.1334,-0.06%
29-May-13,1.2941,1.2857,1.1409,1.1355,0.03%
30-May-13,1.305,1.294,1.1413,1.1352,-0.31%
31-May-13,1.2999,1.3053,1.141,1.1369,-0.02%
3-Jun-13,1.3076,1.2983,1.1429,1.1377,-0.15%
4-Jun-13,1.3081,1.3077,1.1494,1.1381,-0.52%
5-Jun-13,1.3094,1.3081,1.1485,1.144,0.07%
6-Jun-13,1.3247,1.3095,1.1542,1.1457,-0.27%
7-Jun-13,1.3223,1.3246,1.1572,1.1485,-0.37%
10-Jun-13,1.3257,1.3207,1.1556,1.1435,0.88%
11-Jun-13,1.3315,1.3257,1.1487,1.1422,-0.30%
12-Jun-13,1.3337,1.3314,1.1485,1.1392,0.71%
13-Jun-13,1.3375,1.3336,1.1422,1.1345,0.01%
14-Jun-13,1.3347,1.3375,1.1413,1.1309,0.45%
17-Jun-13,1.3369,1.3342,1.1499,1.1325,-1.06%
18-Jun-13,1.3394,1.3368,1.1481,1.1425,-0.05%
19-Jun-13,1.3295,1.3392,1.147,1.1421,0.28%
20-Jun-13,1.322,1.3296,1.1478,1.1424,0.07%
21-Jun-13,1.3123,1.3219,1.1457,1.1349,0.68%
24-Jun-13,1.3119,1.3117,1.1423,1.1342,-0.08%
25-Jun-13,1.3085,1.3118,1.1429,1.1361,-0.33%
26-Jun-13,1.3012,1.3081,1.1439,1.135,0.27%
27-Jun-13,1.3037,1.3013,1.1477,1.1353,-0.67%
28-Jun-13,1.301,1.3037,1.1487,1.1371,0.61%
1-Jul-13,1.3064,1.3006,1.1442,1.136,0.14%
2-Jul-13,1.2979,1.3065,1.1402,1.1336,0.12%
3-Jul-13,1.3009,1.2978,1.136,1.1299,0.34%
4-Jul-13,1.2913,1.3009,1.1374,1.1268,-0.48%
5-Jul-13,1.2832,1.2913,1.1396,1.133,-0.04%
8-Jul-13,1.287,1.2825,1.1388,1.1312,0.46%
9-Jul-13,1.2781,1.287,1.1402,1.1304,-0.35%
10-Jul-13,1.2976,1.2781,1.1444,1.1349,-0.19%
11-Jul-13,1.3096,1.298,1.1425,1.1359,0.02%
12-Jul-13,1.3068,1.3097,1.1414,1.1321,0.28%
15-Jul-13,1.3062,1.3066,1.1361,1.1309,-0.01%
16-Jul-13,1.3162,1.3062,1.1421,1.1318,-0.08%
17-Jul-13,1.3125,1.3161,1.1382,1.1315,0.33%
18-Jul-13,1.311,1.3125,1.1402,1.1304,-0.67%
19-Jul-13,1.3142,1.311,1.1403,1.1348,0.24%
22-Jul-13,1.3186,1.3142,1.1387,1.1264,0.69%
23-Jul-13,1.3224,1.3186,1.1344,1.1276,-0.35%
24-Jul-13,1.3201,1.3222,1.1385,1.1323,-0.11%
25-Jul-13,1.3277,1.3199,1.1422,1.1325,-0.59%
26-Jul-13,1.3279,1.3277,1.1434,1.1378,0.20%
29-Jul-13,1.3262,1.3276,1.1426,1.1363,0.12%
30-Jul-13,1.3263,1.3262,1.1473,1.1357,-0.72%
31-Jul-13,1.3302,1.3264,1.1467,1.1393,0.29%
1-Aug-13,1.3207,1.3301,1.1423,1.132,0.81%
2-Aug-13,1.3283,1.3207,1.1364,1.1271,0.16%
5-Aug-13,1.3258,1.3274,1.1349,1.1262,0.17%
6-Aug-13,1.3306,1.3258,1.1296,1.1216,0.65%
7-Aug-13,1.3337,1.3307,1.1333,1.1214,-1.04%
8-Aug-13,1.3382,1.3338,1.1371,1.1315,-0.24%
9-Aug-13,1.3343,1.338,1.1448,1.1352,-0.55%
12-Aug-13,1.33,1.334,1.1502,1.1395,-0.01%
13-Aug-13,1.3262,1.3299,1.144,1.1389,0.18%
14-Aug-13,1.3256,1.3262,1.1425,1.1356,0.18%
15-Aug-13,1.3348,1.3256,1.1458,1.1372,-0.19%
16-Aug-13,1.3329,1.3346,1.1426,1.1306,0.86%
19-Aug-13,1.3335,1.3328,1.1363,1.1301,-0.28%
20-Aug-13,1.3417,1.3336,1.1387,1.1338,-0.25%
21-Aug-13,1.3357,1.3416,1.1418,1.1361,-0.26%
22-Aug-13,1.3356,1.3355,1.1422,1.1334,0.24%
23-Aug-13,1.3382,1.3356,1.1434,1.1355,-0.14%
26-Aug-13,1.3369,1.3382,1.1477,1.1378,-0.69%
27-Aug-13,1.3393,1.3368,1.1495,1.1438,0.05%
28-Aug-13,1.334,1.3393,1.1552,1.1455,-0.43%
29-Aug-13,1.3241,1.3339,1.1536,1.1433,0.54%
30-Aug-13,1.3222,1.3243,1.1528,1.1448,-0.42%
2-Sep-13,1.3192,1.3234,1.1585,1.1495,-0.64%
3-Sep-13,1.317,1.3191,1.1623,1.1564,-0.03%
4-Sep-13,1.3209,1.3171,1.1608,1.1537,0.14%
5-Sep-13,1.312,1.3207,1.1611,1.1534,-0.27%
6-Sep-13,1.318,1.3119,1.16,1.1517,0.64%
9-Sep-13,1.3255,1.3169,1.1547,1.1479,0.26%
10-Sep-13,1.3268,1.3255,1.1504,1.143,-0.02%
11-Sep-13,1.3312,1.327,1.1536,1.1459,-0.28%
12-Sep-13,1.3299,1.331,1.155,1.1483,0.08%
13-Sep-13,1.3294,1.3299,1.1543,1.1464,0.32%
16-Sep-13,1.3334,1.3306,1.1595,1.1465,-0.61%
17-Sep-13,1.3359,1.3334,1.1582,1.1506,-0.26%
18-Sep-13,1.3522,1.3359,1.163,1.1563,-0.27%
19-Sep-13,1.353,1.3521,1.1652,1.1567,-0.27%
20-Sep-13,1.3524,1.3531,1.1759,1.1637,-0.84%
23-Sep-13,1.3493,1.3546,1.1799,1.1726,-0.27%
24-Sep-13,1.3474,1.3493,1.1793,1.173,0.20%
25-Sep-13,1.3526,1.3473,1.1817,1.1723,-0.02%
26-Sep-13,1.3489,1.3526,1.1804,1.1731,-0.23%
27-Sep-13,1.3522,1.3487,1.1786,1.1665,0.89%
30-Sep-13,1.3526,1.348,1.1716,1.1648,0.05%
1-Oct-13,1.3526,1.3528,1.1726,1.1651,-0.14%
2-Oct-13,1.3579,1.3527,1.1699,1.1617,0.46%
3-Oct-13,1.3618,1.3577,1.1724,1.1619,-0.51%
4-Oct-13,1.3558,1.3618,1.1703,1.1608,0.55%
7-Oct-13,1.3582,1.3556,1.1651,1.157,0.16%
8-Oct-13,1.3573,1.3583,1.1645,1.1565,0.11%
9-Oct-13,1.3524,1.3573,1.1617,1.1526,0.35%
10-Oct-13,1.352,1.3524,1.1651,1.155,-0.59%
11-Oct-13,1.3542,1.3519,1.166,1.1603,-0.06%
14-Oct-13,1.3561,1.3544,1.164,1.1542,0.41%
15-Oct-13,1.3523,1.3561,1.1629,1.1528,-0.36%
16-Oct-13,1.3535,1.3523,1.1629,1.1583,0.20%
17-Oct-13,1.3676,1.3535,1.1692,1.1585,-0.60%
18-Oct-13,1.3685,1.3674,1.172,1.1641,-0.32%
21-Oct-13,1.3683,1.3687,1.1712,1.1652,0.11%
22-Oct-13,1.3781,1.3683,1.1735,1.1662,0.15%
23-Oct-13,1.3777,1.3784,1.1694,1.1592,0.47%
24-Oct-13,1.38,1.3776,1.1641,1.1533,0.73%
25-Oct-13,1.3805,1.3801,1.1601,1.153,-0.50%
28-Oct-13,1.3784,1.3803,1.1624,1.1551,0.22%
29-Oct-13,1.3746,1.3784,1.1602,1.1479,0.78%
30-Oct-13,1.3736,1.3745,1.1486,1.1394,0.37%
31-Oct-13,1.3584,1.3737,1.1447,1.1365,0.54%
1-Nov-13,1.3487,1.3584,1.1411,1.1335,0.28%
4-Nov-13,1.3516,1.3489,1.1357,1.1299,0.01%
5-Nov-13,1.3474,1.3514,1.1431,1.133,-0.57%
6-Nov-13,1.3512,1.3476,1.1434,1.1364,-0.02%
7-Nov-13,1.342,1.3514,1.1537,1.1384,-1.01%
8-Nov-13,1.3371,1.342,1.162,1.1525,-0.72%
11-Nov-13,1.3407,1.3361,1.1629,1.1571,0.10%
12-Nov-13,1.3436,1.3407,1.161,1.1547,0.39%
13-Nov-13,1.3487,1.3436,1.1574,1.1527,-0.11%
14-Nov-13,1.3459,1.3489,1.1611,1.1559,-0.15%
15-Nov-13,1.3495,1.3458,1.1669,1.1582,-0.65%
18-Nov-13,1.3505,1.3502,1.1701,1.1656,-0.27%
19-Nov-13,1.3539,1.3505,1.1745,1.1682,-0.13%
20-Nov-13,1.3439,1.3539,1.1721,1.1648,0.41%
21-Nov-13,1.3482,1.344,1.1665,1.1621,0.13%
22-Nov-13,1.3558,1.3482,1.1744,1.1639,-0.72%
25-Nov-13,1.3516,1.355,1.1739,1.1663,0.36%
26-Nov-13,1.3572,1.3517,1.1719,1.1654,-0.05%
27-Nov-13,1.3579,1.3571,1.1752,1.1682,-0.24%
28-Nov-13,1.3605,1.358,1.174,1.1626,0.66%
29-Nov-13,1.359,1.3605,1.168,1.1574,0.03%
2-Dec-13,1.3542,1.359,1.1665,1.1601,-0.19%
3-Dec-13,1.359,1.354,1.1746,1.165,-0.42%
4-Dec-13,1.3594,1.3589,1.1726,1.1674,0.21%
5-Dec-13,1.3668,1.3594,1.1688,1.161,0.11%
6-Dec-13,1.3706,1.3668,1.1697,1.1648,-0.02%
9-Dec-13,1.3739,1.372,1.176,1.1665,-0.60%
10-Dec-13,1.3761,1.3738,1.1764,1.169,-0.06%
11-Dec-13,1.3786,1.376,1.1792,1.1731,0.03%
12-Dec-13,1.3755,1.3787,1.1769,1.1679,0.48%
13-Dec-13,1.3743,1.3755,1.1722,1.1649,0.30%
16-Dec-13,1.3761,1.374,1.1684,1.1629,-0.01%
17-Dec-13,1.3768,1.3762,1.1675,1.1621,0.14%
18-Dec-13,1.3685,1.377,1.1699,1.159,-0.38%
19-Dec-13,1.3663,1.3685,1.1692,1.1558,1.00%
20-Dec-13,1.3672,1.3662,1.1602,1.1527,0.13%
23-Dec-13,1.3696,1.367,1.1674,1.1541,-0.80%
24-Dec-13,1.3684,1.3697,1.1722,1.1635,-0.49%
25-Dec-13,1.368,1.3684,1.1715,1.1627,0.40%
26-Dec-13,1.3691,1.3679,1.1677,1.16,0.47%
27-Dec-13,1.3742,1.3692,1.1635,1.1509,0.27%
30-Dec-13,1.3805,1.3744,1.1602,1.1537,-0.16%
31-Dec-13,1.3746,1.3803,1.1646,1.153,-0.28%
1-Jan-14,1.3754,1.3742,1.1625,1.1563,0.12%
2-Jan-14,1.3672,1.3756,1.1629,1.1543,0.35%
3-Jan-14,1.3588,1.3672,1.1853,1.1562,-1.88%
6-Jan-14,1.3628,1.3589,1.1803,1.1725,0.39%
7-Jan-14,1.3616,1.3627,1.1811,1.1733,-0.33%
8-Jan-14,1.3575,1.3617,1.1822,1.1754,0.14%
9-Jan-14,1.3609,1.3577,1.1812,1.1726,-0.26%
10-Jan-14,1.367,1.3609,1.1842,1.1772,0.22%
13-Jan-14,1.3672,1.3669,1.1797,1.1708,0.47%
14-Jan-14,1.3679,1.367,1.1733,1.1652,0.16%
15-Jan-14,1.3605,1.368,1.1744,1.1652,0.33%
16-Jan-14,1.362,1.3604,1.1718,1.1617,-0.27%
17-Jan-14,1.3541,1.362,1.1726,1.1641,0.25%
20-Jan-14,1.3552,1.3543,1.1678,1.1518,1.07%
21-Jan-14,1.3561,1.3552,1.1641,1.1508,-0.71%
22-Jan-14,1.3548,1.3559,1.1729,1.1605,-0.25%
23-Jan-14,1.3695,1.3547,1.1735,1.1645,-0.58%
24-Jan-14,1.3678,1.3697,1.175,1.1688,0.20%
27-Jan-14,1.3672,1.3677,1.179,1.1675,-0.70%
28-Jan-14,1.3669,1.3673,1.183,1.1754,-0.10%
29-Jan-14,1.3663,1.3668,1.1797,1.1717,0.11%
30-Jan-14,1.3556,1.3662,1.1825,1.1749,-0.14%
31-Jan-14,1.3487,1.3557,1.1839,1.1775,-0.10%
3-Feb-14,1.3525,1.3493,1.1854,1.1762,-0.26%
4-Feb-14,1.3519,1.3525,1.1939,1.1817,-0.75%
5-Feb-14,1.3533,1.3519,1.1998,1.1926,-0.14%
6-Feb-14,1.359,1.3533,1.197,1.1891,0.24%
7-Feb-14,1.3635,1.359,1.1948,1.1843,0.55%
10-Feb-14,1.3647,1.3634,1.1898,1.1822,-0.12%
11-Feb-14,1.3639,1.3648,1.1941,1.1838,-0.49%
12-Feb-14,1.3594,1.3639,1.198,1.1898,-0.32%
13-Feb-14,1.3681,1.3594,1.1997,1.1911,-0.23%
14-Feb-14,1.3693,1.3681,1.2009,1.1946,0.31%
17-Feb-14,1.3708,1.3688,1.2033,1.1938,-0.35%
18-Feb-14,1.3758,1.3706,1.2086,1.1981,-0.71%
19-Feb-14,1.3733,1.3757,1.2141,1.2064,-0.42%
20-Feb-14,1.3718,1.3733,1.2135,1.2055,0.22%
21-Feb-14,1.374,1.372,1.2211,1.2096,-0.48%
24-Feb-14,1.3735,1.3735,1.224,1.216,-0.58%
25-Feb-14,1.3746,1.3735,1.2247,1.2182,0.19%
26-Feb-14,1.3688,1.3744,1.2292,1.2198,-0.64%
27-Feb-14,1.3709,1.3687,1.2354,1.225,-0.47%
28-Feb-14,1.3803,1.3708,1.2402,1.2329,-0.22%
3-Mar-14,1.3735,1.3786,1.2398,1.2343,0.02%
4-Mar-14,1.3744,1.3735,1.2413,1.2335,-0.08%
5-Mar-14,1.3733,1.3742,1.2395,1.2325,0.40%
6-Mar-14,1.3861,1.3734,1.2348,1.2307,0.03%
7-Mar-14,1.3878,1.386,1.2382,1.23,-0.32%
10-Mar-14,1.3877,1.3875,1.2397,1.2347,0.09%
11-Mar-14,1.3859,1.3874,1.2379,1.2303,0.28%
12-Mar-14,1.3904,1.3859,1.2331,1.2261,0.31%
13-Mar-14,1.3869,1.3903,1.2292,1.2214,0.35%
14-Mar-14,1.3914,1.3866,1.2292,1.2218,-0.31%
17-Mar-14,1.3922,1.3911,1.2315,1.2256,0.07%
18-Mar-14,1.3934,1.3921,1.2336,1.2253,-0.26%
19-Mar-14,1.3833,1.3933,1.2346,1.2282,-0.17%
20-Mar-14,1.3779,1.3832,1.2331,1.2293,0.17%
21-Mar-14,1.3794,1.3779,1.2335,1.2282,-0.05%
24-Mar-14,1.3839,1.3792,1.2424,1.23,-0.77%
25-Mar-14,1.3827,1.3839,1.2478,1.2373,-0.32%
26-Mar-14,1.3783,1.3827,1.2463,1.2341,0.73%
27-Mar-14,1.374,1.3781,1.2375,1.2301,0.41%
28-Mar-14,1.3753,1.374,1.2389,1.2285,-0.29%
31-Mar-14,1.3771,1.3755,1.2351,1.2241,0.78%
1-Apr-14,1.3794,1.3769,1.2356,1.2239,-0.75%
2-Apr-14,1.3767,1.3792,1.2361,1.2258,0.37%
3-Apr-14,1.372,1.3768,1.2338,1.2261,-0.13%
4-Apr-14,1.3703,1.3719,1.2385,1.2299,-0.50%
7-Apr-14,1.3741,1.3696,1.2414,1.2347,-0.19%
8-Apr-14,1.3796,1.3741,1.2408,1.2314,0.45%
9-Apr-14,1.3855,1.3794,1.2347,1.2291,0.22%
10-Apr-14,1.3888,1.3855,1.2336,1.2273,-0.04%
11-Apr-14,1.3885,1.3888,1.2448,1.2298,-0.81%
14-Apr-14,1.3821,1.3839,1.2445,1.2385,0.07%
15-Apr-14,1.3814,1.3821,1.2422,1.2328,0.55%
16-Apr-14,1.3816,1.3814,1.2366,1.2268,0.15%
17-Apr-14,1.3815,1.3816,1.2336,1.225,0.40%
18-Apr-14,1.3815,1.3814,1.2272,1.2153,0.61%
21-Apr-14,1.3792,1.3809,1.2243,1.2188,-0.31%
22-Apr-14,1.3805,1.3794,1.2348,1.2221,-0.70%
23-Apr-14,1.3817,1.3805,1.2356,1.2278,0.20%
24-Apr-14,1.3832,1.3819,1.2337,1.2279,-0.31%
25-Apr-14,1.3833,1.3832,1.2354,1.226,0.38%
28-Apr-14,1.385,1.3834,1.2361,1.2281,-0.44%
29-Apr-14,1.3812,1.3849,1.2414,1.232,-0.56%
30-Apr-14,1.3868,1.3813,1.2435,1.2368,0.02%
1-May-14,1.387,1.3866,1.2557,1.2394,-0.80%
2-May-14,1.387,1.3868,1.2511,1.2447,0.45%
5-May-14,1.3876,1.3872,1.2467,1.2276,0.79%
6-May-14,1.3928,1.3875,1.2373,1.2285,0.49%
7-May-14,1.3912,1.3928,1.2298,1.2234,0.47%
8-May-14,1.3841,1.3911,1.2289,1.2206,-0.10%
9-May-14,1.376,1.3841,1.2297,1.2212,-0.14%
12-May-14,1.3757,1.375,1.2407,1.2247,-0.91%
13-May-14,1.3704,1.3758,1.2434,1.2314,0.07%
14-May-14,1.3715,1.3704,1.2475,1.2362,-0.75%
15-May-14,1.3711,1.3715,1.2519,1.2409,-0.38%
16-May-14,1.3695,1.3712,1.2524,1.2386,0.72%
19-May-14,1.3709,1.3703,1.2476,1.2386,0.15%
20-May-14,1.3703,1.3708,1.2455,1.2335,0.15%
21-May-14,1.3687,1.3703,1.2436,1.2336,-0.31%
22-May-14,1.3656,1.3687,1.2495,1.2371,0.20%
23-May-14,1.3634,1.3656,1.2537,1.2364,-0.10%
26-May-14,1.3646,1.3626,1.2417,1.2293,0.89%
27-May-14,1.3634,1.3647,1.2308,1.2223,0.30%
28-May-14,1.3591,1.3635,1.2276,1.2214,0.33%
29-May-14,1.3602,1.3589,1.2296,1.2219,-0.14%
30-May-14,1.3631,1.3601,1.2267,1.2165,0.43%
2-Jun-14,1.3597,1.3636,1.2324,1.2176,-0.61%
3-Jun-14,1.3628,1.3596,1.2284,1.2194,-0.02%
4-Jun-14,1.3599,1.3628,1.2298,1.2188,0.62%
5-Jun-14,1.366,1.3599,1.219,1.2031,1.29%
6-Jun-14,1.3643,1.3662,1.206,1.1928,0.71%
9-Jun-14,1.3594,1.3645,1.2019,1.1923,0.08%
10-Jun-14,1.3548,1.3594,1.1977,1.1916,-0.25%
11-Jun-14,1.3533,1.3548,1.2054,1.1956,-0.52%
12-Jun-14,1.3553,1.3533,1.2085,1.2021,-0.31%
13-Jun-14,1.3542,1.3552,1.209,1.2004,0.45%
16-Jun-14,1.3575,1.3535,1.207,1.2001,-0.37%
17-Jun-14,1.3546,1.3574,1.2084,1.2003,0.41%
18-Jun-14,1.3596,1.3546,1.2014,1.1995,0.10%
19-Jun-14,1.3609,1.3596,1.203,1.1937,0.46%
20-Jun-14,1.3599,1.3607,1.1961,1.1888,0.46%
23-Jun-14,1.3605,1.3596,1.1912,1.1855,0.24%
24-Jun-14,1.3605,1.3603,1.1879,1.1845,-0.08%
