Date,Price,Open,High,Low,Change %
25-Jun-14,1.363,1.3607,1.1882,1.1842,0.08%
26-Jun-14,1.3611,1.3628,1.1878,1.1817,-0.12%
27-Jun-14,1.3649,1.3611,1.1889,1.1848,0.02%
30-Jun-14,1.3692,1.3646,1.1903,1.1829,0.26%
1-Jul-14,1.3679,1.3692,1.1851,1.1777,0.49%
2-Jul-14,1.366,1.3679,1.1834,1.1737,0.24%
3-Jul-14,1.3611,1.3659,1.1814,1.1751,-0.20%
4-Jul-14,1.3596,1.3613,1.1863,1.177,-0.41%
7-Jul-14,1.3605,1.3596,1.1832,1.1729,0.72%
8-Jul-14,1.3613,1.3605,1.1794,1.1718,-0.22%
9-Jul-14,1.3645,1.3613,1.1812,1.1761,0.03%
10-Jul-14,1.361,1.3644,1.1778,1.1729,-0.08%
11-Jul-14,1.3609,1.3609,1.1816,1.1772,-0.19%
14-Jul-14,1.362,1.3602,1.1849,1.178,-0.25%
15-Jul-14,1.3572,1.362,1.1879,1.1801,-0.34%
16-Jul-14,1.3525,1.3567,1.189,1.183,-0.21%
17-Jul-14,1.3527,1.3525,1.1942,1.1851,-0.11%
18-Jul-14,1.3525,1.3525,1.1933,1.1809,0.47%
21-Jul-14,1.3523,1.3527,1.1883,1.1816,0.06%
22-Jul-14,1.3466,1.3525,1.1921,1.1827,-0.48%
23-Jul-14,1.3465,1.3465,1.1962,1.1896,-0.27%
24-Jul-14,1.3464,1.3463,1.1944,1.1835,0.66%
25-Jul-14,1.3432,1.3466,1.1856,1.1812,0.25%
28-Jul-14,1.3441,1.3432,1.1829,1.1733,0.72%
29-Jul-14,1.341,1.344,1.1759,1.1713,0.05%
30-Jul-14,1.3397,1.3409,1.1808,1.1721,-0.53%
31-Jul-14,1.3389,1.3396,1.1823,1.1766,0.21%
1-Aug-14,1.343,1.3392,1.1802,1.1756,-0.19%
4-Aug-14,1.3422,1.3427,1.1861,1.1784,-0.05%
5-Aug-14,1.3376,1.3422,1.1807,1.166,1.12%
6-Aug-14,1.3382,1.3377,1.1677,1.1638,0.02%
7-Aug-14,1.3363,1.3384,1.168,1.1623,0.20%
8-Aug-14,1.3411,1.3363,1.1657,1.1586,0.41%
11-Aug-14,1.3386,1.3401,1.1612,1.1578,0.07%
12-Aug-14,1.3369,1.3386,1.1618,1.1553,-0.20%
13-Aug-14,1.3365,1.3369,1.1625,1.1579,0.01%
14-Aug-14,1.3365,1.3365,1.1692,1.1599,-0.42%
15-Aug-14,1.3399,1.3366,1.1689,1.1613,0.34%
18-Aug-14,1.3363,1.3393,1.1659,1.1607,-0.23%
19-Aug-14,1.332,1.3363,1.1663,1.1625,-0.04%
20-Aug-14,1.326,1.3321,1.166,1.1594,0.35%
21-Aug-14,1.3282,1.326,1.1659,1.1575,-0.34%
22-Aug-14,1.3243,1.3283,1.1837,1.1639,-1.38%
25-Aug-14,1.3192,1.322,1.1819,1.1752,0.44%
26-Aug-14,1.3169,1.3193,1.1794,1.1743,0.10%
27-Aug-14,1.3193,1.3168,1.1779,1.1725,-0.31%
28-Aug-14,1.3183,1.3193,1.1859,1.1763,-0.57%
29-Aug-14,1.3133,1.3178,1.186,1.1768,0.55%
1-Sep-14,1.3128,1.3138,1.1806,1.173,0.18%
2-Sep-14,1.3133,1.313,1.1801,1.1734,-0.26%
3-Sep-14,1.3151,1.3131,1.1827,1.178,-0.22%
4-Sep-14,1.2945,1.3147,1.1875,1.1804,-0.07%
5-Sep-14,1.295,1.2944,1.1881,1.1827,-0.24%
8-Sep-14,1.2897,1.2943,1.1871,1.1795,0.45%
9-Sep-14,1.2938,1.2898,1.1825,1.1738,0.56%
10-Sep-14,1.2917,1.2936,1.1757,1.1717,0.05%
11-Sep-14,1.2926,1.2917,1.1739,1.1668,0.20%
12-Sep-14,1.2965,1.2925,1.178,1.1698,-0.41%
15-Sep-14,1.2942,1.2976,1.1789,1.1734,0.13%
16-Sep-14,1.296,1.2938,1.1775,1.1696,0.10%
17-Sep-14,1.2866,1.2959,1.1818,1.173,-0.69%
18-Sep-14,1.2923,1.2865,1.1834,1.1773,0.24%
19-Sep-14,1.2829,1.2923,1.1805,1.1721,0.36%
22-Sep-14,1.285,1.2827,1.1797,1.1717,-0.42%
23-Sep-14,1.2847,1.2851,1.1863,1.1758,-0.46%
24-Sep-14,1.278,1.2846,1.1962,1.1833,-0.89%
25-Sep-14,1.275,1.278,1.2006,1.1937,0.11%
26-Sep-14,1.2685,1.2752,1.1955,1.1866,0.40%
29-Sep-14,1.2685,1.2685,1.2033,1.1862,-0.84%
30-Sep-14,1.2632,1.2684,1.2008,1.195,0.33%
1-Oct-14,1.2624,1.2631,1.1971,1.1915,0.09%
2-Oct-14,1.2668,1.2622,1.1988,1.1901,0.20%
3-Oct-14,1.2517,1.2668,1.1922,1.1837,0.28%
6-Oct-14,1.2654,1.251,1.1996,1.1873,-0.68%
7-Oct-14,1.267,1.2656,1.198,1.1926,0.12%
8-Oct-14,1.2734,1.2669,1.2041,1.1948,-0.68%
9-Oct-14,1.2691,1.2732,1.2094,1.2016,0.10%
10-Oct-14,1.2628,1.2691,1.2061,1.1914,0.89%
13-Oct-14,1.2753,1.2637,1.1951,1.1903,0.03%
14-Oct-14,1.2659,1.2752,1.1941,1.1868,0.15%
15-Oct-14,1.2837,1.2659,1.1923,1.1853,0.31%
16-Oct-14,1.2809,1.2837,1.1981,1.185,-0.43%
17-Oct-14,1.2763,1.2811,1.1914,1.1823,0.23%
20-Oct-14,1.2799,1.2758,1.1986,1.1881,-0.74%
21-Oct-14,1.2715,1.2801,1.2069,1.1944,-0.06%
22-Oct-14,1.2649,1.2716,1.1985,1.1917,0.44%
23-Oct-14,1.2647,1.2651,1.1942,1.1773,1.08%
24-Oct-14,1.267,1.2645,1.1821,1.1784,-0.08%
27-Oct-14,1.2698,1.2683,1.1825,1.174,0.39%
28-Oct-14,1.2734,1.2698,1.1826,1.1745,-0.46%
29-Oct-14,1.2632,1.2735,1.183,1.1731,0.46%
30-Oct-14,1.2613,1.2631,1.1775,1.1707,0.32%
31-Oct-14,1.2525,1.2612,1.179,1.1662,-0.39%
3-Nov-14,1.2483,1.2515,1.178,1.1682,0.30%
4-Nov-14,1.2546,1.2483,1.1794,1.1688,-0.38%
5-Nov-14,1.2486,1.2546,1.184,1.177,-0.34%
6-Nov-14,1.2375,1.2487,1.1846,1.1747,0.41%
7-Nov-14,1.2454,1.2376,1.1786,1.1704,0.11%
10-Nov-14,1.2421,1.2452,1.1765,1.1689,0.08%
11-Nov-14,1.2475,1.2421,1.1825,1.1714,-0.38%
12-Nov-14,1.2439,1.2476,1.1816,1.1768,0.20%
13-Nov-14,1.2477,1.2439,1.1893,1.1731,-0.83%
14-Nov-14,1.2523,1.2477,1.1894,1.1831,0.12%
17-Nov-14,1.245,1.2526,1.1911,1.1794,0.47%
18-Nov-14,1.2537,1.245,1.1846,1.1784,-0.35%
19-Nov-14,1.2554,1.2537,1.1847,1.1723,0.77%
20-Nov-14,1.254,1.2555,1.1765,1.1671,0.64%
21-Nov-14,1.239,1.2541,1.1777,1.1649,-0.49%
24-Nov-14,1.2443,1.2376,1.1741,1.1613,0.70%
25-Nov-14,1.2475,1.2443,1.1713,1.1631,0.09%
26-Nov-14,1.2506,1.2475,1.1688,1.1628,-0.18%
27-Nov-14,1.2467,1.2506,1.1684,1.162,0.28%
28-Nov-14,1.2452,1.2468,1.1657,1.1479,1.01%
1-Dec-14,1.247,1.2456,1.1559,1.1509,-0.35%
2-Dec-14,1.2383,1.2471,1.1585,1.1473,0.66%
3-Dec-14,1.2311,1.2382,1.1488,1.1433,0.09%
4-Dec-14,1.2379,1.2313,1.1473,1.1392,0.61%
5-Dec-14,1.2285,1.238,1.1459,1.1373,-0.11%
8-Dec-14,1.2317,1.2278,1.1491,1.1392,-0.48%
9-Dec-14,1.2375,1.2317,1.1481,1.1383,0.59%
10-Dec-14,1.2448,1.2374,1.1418,1.1381,-0.01%
11-Dec-14,1.2411,1.2448,1.144,1.1379,-0.19%
12-Dec-14,1.2462,1.2413,1.1425,1.1329,0.62%
15-Dec-14,1.2437,1.2462,1.1369,1.1312,0.07%
16-Dec-14,1.2511,1.2437,1.138,1.1338,-0.17%
17-Dec-14,1.2343,1.2512,1.1431,1.1357,-0.54%
18-Dec-14,1.2286,1.2342,1.1448,1.1393,-0.13%
19-Dec-14,1.2228,1.2288,1.1446,1.1373,0.55%
22-Dec-14,1.2231,1.2226,1.1392,1.1292,0.34%
23-Dec-14,1.2172,1.2231,1.1351,1.1178,1.40%
24-Dec-14,1.2195,1.2172,1.1222,1.1173,-0.11%
25-Dec-14,1.2222,1.2195,1.1211,1.1145,0.37%
26-Dec-14,1.2176,1.2224,1.1179,1.114,-0.13%
29-Dec-14,1.2152,1.2182,1.1171,1.1128,0.31%
30-Dec-14,1.2157,1.2151,1.1166,1.1117,-0.13%
31-Dec-14,1.2098,1.2155,1.1214,1.1141,-0.43%
1-Jan-15,1.2104,1.21,1.1202,1.1138,0.47%
2-Jan-15,1.2003,1.2106,1.1231,1.1132,-0.65%
5-Jan-15,1.1934,1.2003,1.1296,1.1191,0.02%
6-Jan-15,1.1889,1.1933,1.1225,1.1185,0.12%
7-Jan-15,1.1839,1.1892,1.1235,1.1193,0.07%
8-Jan-15,1.1793,1.1839,1.124,1.1168,-0.17%
9-Jan-15,1.1841,1.1793,1.127,1.1195,-0.38%
12-Jan-15,1.1834,1.1838,1.1284,1.1205,-0.18%
13-Jan-15,1.1772,1.1833,1.1286,1.124,0.20%
14-Jan-15,1.1789,1.1772,1.1286,1.1235,-0.25%
15-Jan-15,1.1631,1.1789,1.1287,1.1205,0.62%
16-Jan-15,1.157,1.1633,1.1258,1.1203,-0.28%
19-Jan-15,1.1606,1.1551,1.1254,1.1166,0.53%
20-Jan-15,1.1551,1.1606,1.1208,1.1111,0.17%
21-Jan-15,1.161,1.1553,1.1191,1.116,-0.15%
22-Jan-15,1.1366,1.161,1.1235,1.1159,-0.24%
23-Jan-15,1.1208,1.1366,1.1252,1.1193,-0.08%
26-Jan-15,1.1239,1.1186,1.1222,1.1169,0.32%
27-Jan-15,1.1381,1.1237,1.1269,1.1174,-0.49%
28-Jan-15,1.1288,1.1382,1.1265,1.1162,0.28%
29-Jan-15,1.132,1.1287,1.1214,1.1097,0.94%
30-Jan-15,1.1288,1.1321,1.1173,1.1075,-0.50%
2-Feb-15,1.1342,1.1284,1.1163,1.1079,0.69%
3-Feb-15,1.1481,1.1343,1.1098,1.0972,0.97%
4-Feb-15,1.1347,1.1482,1.0991,1.0922,0.40%
5-Feb-15,1.1477,1.1345,1.0937,1.0857,0.64%
6-Feb-15,1.1315,1.1477,1.0894,1.0838,-0.06%
9-Feb-15,1.1324,1.1315,1.09,1.0853,-0.05%
10-Feb-15,1.1321,1.1327,1.0934,1.0863,-0.47%
11-Feb-15,1.1334,1.1321,1.1024,1.0917,-0.67%
12-Feb-15,1.1403,1.1334,1.1003,1.0951,0.12%
13-Feb-15,1.1385,1.1403,1.0987,1.0873,0.92%
16-Feb-15,1.1353,1.1385,1.0939,1.0883,-0.41%
17-Feb-15,1.1412,1.1354,1.0936,1.0889,0.28%
18-Feb-15,1.1397,1.1412,1.0924,1.0883,0.02%
19-Feb-15,1.1366,1.1397,1.0949,1.0857,0.22%
20-Feb-15,1.1381,1.137,1.0933,1.0851,-0.28%
23-Feb-15,1.1332,1.1385,1.0951,1.0856,-0.21%
24-Feb-15,1.1341,1.1336,1.0951,1.0851,0.54%
25-Feb-15,1.1362,1.134,1.0936,1.0819,1.30%
26-Feb-15,1.1198,1.1361,1.0739,1.0682,0.10%
27-Feb-15,1.1195,1.1199,1.078,1.0709,0.06%
2-Mar-15,1.1185,1.1187,1.0738,1.07,-0.21%
3-Mar-15,1.1176,1.1183,1.0737,1.0636,0.85%
4-Mar-15,1.1079,1.1178,1.0673,1.0604,0.30%
5-Mar-15,1.1031,1.1079,1.0633,1.0606,-0.02%
6-Mar-15,1.0844,1.1033,1.0679,1.0609,-0.49%
9-Mar-15,1.0852,1.0832,1.0677,1.0589,0.60%
10-Mar-15,1.0698,1.0851,1.0631,1.0577,0.06%
11-Mar-15,1.0547,1.0699,1.0609,1.0571,0.06%
12-Mar-15,1.0635,1.0547,1.0668,1.058,-0.51%
13-Mar-15,1.0495,1.0637,1.0686,1.0629,-0.18%
16-Mar-15,1.0568,1.0494,1.069,1.0633,-0.09%
17-Mar-15,1.0598,1.0566,1.0678,1.0635,0.02%
18-Mar-15,1.0867,1.0598,1.0684,1.0644,0.18%
19-Mar-15,1.066,1.0866,1.0705,1.0652,-0.22%
20-Mar-15,1.0822,1.0661,1.0772,1.0671,-0.85%
23-Mar-15,1.0947,1.0837,1.0827,1.0739,-0.43%
24-Mar-15,1.0926,1.0947,1.0873,1.0797,-0.48%
25-Mar-15,1.0972,1.0926,1.0905,1.0795,0.61%
26-Mar-15,1.0884,1.0969,1.082,1.0761,0.15%
27-Mar-15,1.0888,1.0886,1.0807,1.0769,-0.13%
30-Mar-15,1.0834,1.0889,1.0827,1.0776,-0.13%
31-Mar-15,1.0731,1.0833,1.0822,1.072,0.67%
1-Apr-15,1.0764,1.0735,1.0779,1.0725,0.01%
2-Apr-15,1.0884,1.0764,1.0784,1.0728,-0.26%
3-Apr-15,1.0978,1.0883,1.0772,1.0706,0.29%
6-Apr-15,1.0924,1.0991,1.0743,1.0604,1.24%
7-Apr-15,1.0816,1.0922,1.0664,1.0599,-0.47%
8-Apr-15,1.0781,1.0816,1.0715,1.065,-0.17%
9-Apr-15,1.0659,1.0781,1.0702,1.0572,0.90%
10-Apr-15,1.0604,1.066,1.0617,1.0525,0.34%
13-Apr-15,1.0568,1.0602,1.0576,1.0535,-0.24%
14-Apr-15,1.0654,1.0566,1.0603,1.0557,-0.14%
15-Apr-15,1.0686,1.0655,1.0644,1.0575,-0.40%
16-Apr-15,1.0762,1.0684,1.0626,1.0502,1.10%
17-Apr-15,1.0807,1.0762,1.0551,1.0492,-0.38%
20-Apr-15,1.0737,1.0821,1.0589,1.0514,-0.28%
21-Apr-15,1.0736,1.074,1.0632,1.057,-0.09%
22-Apr-15,1.0726,1.0736,1.0633,1.0551,0.23%
23-Apr-15,1.0827,1.0726,1.062,1.0557,-0.17%
24-Apr-15,1.0874,1.0825,1.0598,1.0539,0.24%
27-Apr-15,1.0888,1.0873,1.0574,1.0493,0.18%
28-Apr-15,1.0981,1.0894,1.0618,1.0526,-0.73%
29-Apr-15,1.1132,1.0983,1.0637,1.0606,0.00%
30-Apr-15,1.1225,1.113,1.0679,1.0605,-0.56%
1-May-15,1.1202,1.1223,1.0682,1.0588,0.69%
4-May-15,1.1146,1.1202,1.0611,1.0523,0.23%
5-May-15,1.1186,1.1147,1.0633,1.056,-0.20%
6-May-15,1.1353,1.1187,1.0659,1.0591,-0.40%
7-May-15,1.1267,1.1347,1.067,1.0609,-0.14%
8-May-15,1.1204,1.1267,1.0711,1.065,-0.40%
11-May-15,1.1155,1.1197,1.0715,1.064,0.17%
12-May-15,1.1214,1.1155,1.0751,1.0654,-0.64%
13-May-15,1.1357,1.1214,1.0801,1.0703,-0.32%
14-May-15,1.141,1.1359,1.08,1.0714,0.24%
15-May-15,1.1452,1.141,1.0829,1.0753,-0.10%
18-May-15,1.1315,1.1441,1.081,1.0731,-0.27%
19-May-15,1.1149,1.1317,1.0814,1.0684,0.96%
20-May-15,1.1093,1.115,1.0743,1.062,-0.04%
21-May-15,1.1113,1.1092,1.0729,1.0661,0.16%
22-May-15,1.1018,1.1115,1.0767,1.0657,-0.61%
25-May-15,1.0978,1.1006,1.0773,1.0713,0.16%
26-May-15,1.0873,1.0978,1.0775,1.0718,-0.32%
27-May-15,1.0905,1.0873,1.0773,1.0686,0.58%
28-May-15,1.0949,1.0905,1.0713,1.0627,0.37%
29-May-15,1.0988,1.0948,1.0677,1.0588,0.31%
1-Jun-15,1.0928,1.0989,1.0715,1.0625,-0.77%
2-Jun-15,1.1155,1.0928,1.072,1.0595,1.04%
3-Jun-15,1.1275,1.1151,1.0638,1.058,-0.39%
4-Jun-15,1.1239,1.1276,1.0674,1.0598,0.29%
5-Jun-15,1.1113,1.1239,1.0687,1.0573,0.29%
8-Jun-15,1.1292,1.1113,1.0624,1.0454,0.27%
9-Jun-15,1.1284,1.1292,1.0628,1.0551,-0.19%
10-Jun-15,1.1326,1.1286,1.0584,1.051,0.39%
11-Jun-15,1.1258,1.1325,1.0624,1.0523,-0.70%
12-Jun-15,1.1269,1.1258,1.0619,1.0482,1.13%
15-Jun-15,1.1284,1.1225,1.0501,1.0389,0.79%
16-Jun-15,1.1248,1.1283,1.0492,1.0341,-0.51%
17-Jun-15,1.1337,1.1249,1.0534,1.0448,-0.54%
18-Jun-15,1.136,1.1337,1.0654,1.0482,0.23%
19-Jun-15,1.1353,1.136,1.0494,1.0406,0.77%
22-Jun-15,1.1341,1.1363,1.0484,1.0373,-0.43%
23-Jun-15,1.117,1.1341,1.0465,1.0431,0.01%
24-Jun-15,1.1207,1.1171,1.0473,1.0439,-0.01%
25-Jun-15,1.1204,1.1204,1.0469,1.0427,0.19%
26-Jun-15,1.1166,1.1207,1.0501,1.0421,0.12%
29-Jun-15,1.1236,1.1031,1.0452,1.0381,0.37%
30-Jun-15,1.1138,1.1237,1.0419,1.0352,-0.14%
1-Jul-15,1.1054,1.1139,1.048,1.0391,-0.47%
2-Jul-15,1.1084,1.1054,1.0477,1.0402,0.36%
3-Jul-15,1.1114,1.1086,1.0544,1.0366,-1.17%
6-Jul-15,1.1057,1.0993,1.0671,1.0495,-0.85%
7-Jul-15,1.1012,1.1056,1.0668,1.0603,-0.08%
8-Jul-15,1.1077,1.1012,1.0652,1.0524,0.69%
9-Jul-15,1.1038,1.1078,1.0632,1.0531,-0.50%
10-Jul-15,1.1164,1.1037,1.0873,1.0596,-1.28%
13-Jul-15,1.1004,1.1107,1.077,1.0709,0.32%
14-Jul-15,1.1012,1.1004,1.0787,1.0698,-0.42%
15-Jul-15,1.0949,1.101,1.0798,1.0505,0.85%
16-Jul-15,1.0875,1.0947,1.0692,1.0625,0.10%
17-Jul-15,1.0829,1.0875,1.067,1.0584,0.70%
20-Jul-15,1.0827,1.0833,1.0669,1.0554,-0.58%
21-Jul-15,1.0937,1.0825,1.0657,1.0565,0.33%
22-Jul-15,1.0934,1.0936,1.0686,1.0563,0.26%
23-Jul-15,1.0983,1.0928,1.0631,1.0538,0.31%
24-Jul-15,1.0984,1.0983,1.0587,1.0517,-0.06%
27-Jul-15,1.1094,1.0974,1.0646,1.0526,-0.62%
28-Jul-15,1.1059,1.1089,1.066,1.0583,-0.03%
29-Jul-15,1.0986,1.1061,1.0652,1.0579,0.39%
30-Jul-15,1.0933,1.0987,1.0645,1.057,-0.36%
31-Jul-15,1.0988,1.0934,1.0746,1.0617,-0.60%
3-Aug-15,1.0951,1.097,1.0764,1.0667,-0.30%
4-Aug-15,1.0882,1.0951,1.0817,1.0711,-0.14%
5-Aug-15,1.0906,1.0883,1.0852,1.0709,-1.10%
6-Aug-15,1.0925,1.0909,1.0929,1.0833,-0.34%
7-Aug-15,1.0968,1.093,1.0958,1.0866,-0.15%
10-Aug-15,1.1019,1.0969,1.13,1.0903,-1.06%
11-Aug-15,1.104,1.1019,1.107,1.1008,-0.13%
12-Aug-15,1.1157,1.104,1.1139,1.1029,-0.88%
13-Aug-15,1.1149,1.1157,1.1146,1.108,0.30%
14-Aug-15,1.1107,1.1149,1.1128,1.1059,0.07%
17-Aug-15,1.1081,1.1106,1.1126,1.1051,0.37%
18-Aug-15,1.1021,1.1083,1.1071,1.0958,0.68%
19-Aug-15,1.1119,1.1023,1.0994,1.0936,-0.05%
20-Aug-15,1.1242,1.1117,1.0995,1.0893,0.83%
21-Aug-15,1.1389,1.1244,1.0945,1.0884,-0.11%
24-Aug-15,1.162,1.1363,1.0947,1.0872,0.19%
25-Aug-15,1.1517,1.1619,1.0906,1.085,0.05%
26-Aug-15,1.1315,1.1515,1.0903,1.0861,-0.01%
27-Aug-15,1.1245,1.1314,1.0933,1.0859,-0.42%
28-Aug-15,1.1179,1.1247,1.1041,1.0916,-0.40%
31-Aug-15,1.1214,1.1176,1.1006,1.0955,-0.06%
1-Sep-15,1.1319,1.1211,1.1029,1.097,-0.16%
2-Sep-15,1.1227,1.1311,1.1011,1.0965,0.26%
3-Sep-15,1.1124,1.1227,1.1062,1.0968,-0.77%
4-Sep-15,1.1147,1.1124,1.1058,1.0983,0.44%
7-Sep-15,1.1168,1.1157,1.1072,1.1003,-0.42%
8-Sep-15,1.12,1.117,1.1144,1.1047,-0.75%
9-Sep-15,1.1207,1.1202,1.1202,1.1128,-0.56%
10-Sep-15,1.128,1.1209,1.1207,1.1103,0.45%
11-Sep-15,1.134,1.1279,1.1214,1.1139,-0.49%
14-Sep-15,1.1321,1.1338,1.1237,1.1191,0.02%
15-Sep-15,1.1267,1.1313,1.124,1.1138,-0.06%
16-Sep-15,1.129,1.1267,1.1245,1.1205,-0.27%
17-Sep-15,1.1437,1.129,1.1253,1.1153,0.16%
18-Sep-15,1.1305,1.1435,1.1251,1.1197,0.06%
21-Sep-15,1.1189,1.1284,1.1238,1.1181,0.01%
22-Sep-15,1.112,1.1188,1.1262,1.119,-0.35%
23-Sep-15,1.1187,1.112,1.1279,1.122,0.25%
24-Sep-15,1.123,1.1185,1.1244,1.1195,0.16%
25-Sep-15,1.1195,1.1227,1.1258,1.1181,0.17%
28-Sep-15,1.1246,1.1195,1.12,1.1123,0.30%
29-Sep-15,1.1249,1.1247,1.1216,1.1147,-0.17%
30-Sep-15,1.1177,1.1246,1.1198,1.1147,0.17%
1-Oct-15,1.1195,1.1176,1.1256,1.1147,-0.79%
2-Oct-15,1.1211,1.1196,1.1286,1.122,-0.05%
5-Oct-15,1.1185,1.122,1.1274,1.1208,0.27%
6-Oct-15,1.1271,1.1193,1.1262,1.1203,-0.12%
7-Oct-15,1.1235,1.1269,1.1269,1.1211,0.01%
8-Oct-15,1.1279,1.1235,1.1288,1.12,-0.25%
9-Oct-15,1.1358,1.1282,1.1329,1.1234,0.20%
12-Oct-15,1.1355,1.1355,1.1271,1.1228,-0.15%
13-Oct-15,1.1379,1.1358,1.1267,1.114,0.98%
14-Oct-15,1.1473,1.1378,1.1185,1.114,-0.08%
15-Oct-15,1.1383,1.1474,1.1254,1.1151,-0.38%
16-Oct-15,1.1347,1.1383,1.1207,1.1128,0.36%
19-Oct-15,1.1327,1.1352,1.1167,1.1123,0.13%
20-Oct-15,1.1345,1.1326,1.1198,1.113,-0.41%
21-Oct-15,1.1339,1.1347,1.1208,1.1157,-0.08%
22-Oct-15,1.1107,1.1338,1.1343,1.118,-0.75%
23-Oct-15,1.1018,1.1111,1.1301,1.1258,0.18%
26-Oct-15,1.1056,1.1008,1.1315,1.1244,-0.38%
27-Oct-15,1.1048,1.1056,1.1357,1.1302,-0.11%
28-Oct-15,1.092,1.105,1.1334,1.1273,-0.06%
29-Oct-15,1.0976,1.0924,1.1363,1.1303,-0.25%
30-Oct-15,1.1006,1.0976,1.1367,1.1283,0.58%
2-Nov-15,1.1015,1.1015,1.1317,1.1241,0.09%
3-Nov-15,1.0968,1.1014,1.1324,1.1175,0.84%
4-Nov-15,1.0863,1.0962,1.1203,1.1153,0.21%
5-Nov-15,1.0884,1.0865,1.1224,1.113,0.22%
6-Nov-15,1.0741,1.0886,1.1194,1.1133,-0.35%
9-Nov-15,1.0752,1.0738,1.1193,1.1103,0.51%
10-Nov-15,1.0724,1.0751,1.1125,1.107,0.24%
11-Nov-15,1.0744,1.0724,1.1107,1.1073,0.05%
12-Nov-15,1.0817,1.0743,1.1162,1.1044,-0.40%
13-Nov-15,1.0779,1.0816,1.1158,1.1114,-0.17%
16-Nov-15,1.0686,1.0751,1.1233,1.1139,-0.69%
17-Nov-15,1.0644,1.069,1.1235,1.1155,0.58%
18-Nov-15,1.0659,1.064,1.1187,1.1157,-0.11%
19-Nov-15,1.0734,1.0657,1.12,1.1071,0.89%
20-Nov-15,1.0646,1.0736,1.1119,1.1048,0.15%
23-Nov-15,1.0636,1.0647,1.1068,1.0963,0.65%
24-Nov-15,1.0641,1.0634,1.1031,1.0978,-0.06%
25-Nov-15,1.0627,1.0642,1.1002,1.0954,0.16%
26-Nov-15,1.061,1.0627,1.1043,1.0954,-0.44%
27-Nov-15,1.0593,1.061,1.106,1.0981,0.09%
30-Nov-15,1.0564,1.0591,1.1032,1.0981,-0.06%
1-Dec-15,1.0631,1.0566,1.1086,1.0999,-0.47%
2-Dec-15,1.0615,1.0633,1.1086,1.1038,0.34%
3-Dec-15,1.0941,1.0616,1.115,1.1023,-0.76%
4-Dec-15,1.0886,1.0939,1.1166,1.1085,0.27%
7-Dec-15,1.0835,1.0859,1.1121,1.1043,0.28%
8-Dec-15,1.0894,1.0835,1.1128,1.1051,0.01%
9-Dec-15,1.1025,1.0888,1.1076,1.1016,0.04%
10-Dec-15,1.0941,1.1027,1.1115,1.1002,-0.08%
11-Dec-15,1.0989,1.0943,1.1113,1.1053,-0.32%
14-Dec-15,1.0992,1.0985,1.1111,1.1029,0.21%
15-Dec-15,1.0928,1.0991,1.1184,1.1059,-0.72%
16-Dec-15,1.0913,1.0932,1.1166,1.1097,0.18%
17-Dec-15,1.0825,1.0915,1.1169,1.107,0.28%
18-Dec-15,1.0868,1.0828,1.1157,1.1023,-0.18%
21-Dec-15,1.0915,1.0863,1.1131,1.1048,0.52%
22-Dec-15,1.0955,1.0913,1.1111,1.1008,0.37%
23-Dec-15,1.0909,1.0955,1.1087,1.0972,-0.82%
24-Dec-15,1.0972,1.0913,1.1434,1.0911,-2.39%
25-Dec-15,1.0977,1.0973,1.1424,1.1296,0.81%
28-Dec-15,1.0968,1.0965,1.1339,1.1236,0.49%
29-Dec-15,1.0917,1.0968,1.1351,1.1241,-0.64%
30-Dec-15,1.0932,1.092,1.1386,1.1284,0.33%
31-Dec-15,1.0861,1.0932,1.1299,1.1221,0.45%
1-Jan-16,1.086,1.0862,1.1298,1.1132,-0.29%
4-Jan-16,1.0831,1.0858,1.1299,1.119,0.46%
5-Jan-16,1.0748,1.0831,1.1304,1.1188,-0.74%
6-Jan-16,1.0781,1.0749,1.1304,1.1233,0.36%
7-Jan-16,1.0936,1.0779,1.1329,1.1245,-0.57%
8-Jan-16,1.0932,1.0934,1.1417,1.1305,-0.68%
11-Jan-16,1.086,1.0923,1.1412,1.1349,0.32%
12-Jan-16,1.0857,1.0859,1.1382,1.1338,0.03%
13-Jan-16,1.0877,1.0858,1.1395,1.1328,-0.11%
14-Jan-16,1.0865,1.088,1.1377,1.1136,1.94%
15-Jan-16,1.0917,1.0866,1.1221,1.1142,-0.33%
18-Jan-16,1.0892,1.0918,1.1198,1.1114,0.50%
19-Jan-16,1.0909,1.0892,1.1176,1.1123,-0.13%
20-Jan-16,1.0891,1.091,1.1149,1.1098,0.29%
21-Jan-16,1.0874,1.0893,1.1201,1.1107,-0.71%
22-Jan-16,1.0797,1.0874,1.1218,1.1144,0.35%
25-Jan-16,1.0849,1.0799,1.1169,1.1128,0.13%
26-Jan-16,1.0871,1.085,1.1228,1.113,-0.70%
27-Jan-16,1.0893,1.0871,1.1246,1.1187,-0.04%
28-Jan-16,1.0939,1.0891,1.1239,1.1194,0.19%
29-Jan-16,1.0837,1.0938,1.123,1.1179,-0.12%
1-Feb-16,1.0888,1.0833,1.1327,1.1212,-0.86%
2-Feb-16,1.0919,1.0892,1.135,1.1303,-0.05%
3-Feb-16,1.1104,1.0917,1.1346,1.1302,0.11%
4-Feb-16,1.1208,1.1104,1.1383,1.1284,-0.61%
5-Feb-16,1.1159,1.1209,1.1434,1.1368,-0.44%
